# Virtual Automated Threat Hunting Console - emulated packet header log
# Simulation only: no live packets were captured or routed.
# target_ip=192.168.50.23 target_mac=28:6c:07:aa:11:09 target_hostname=mimo-phone
# generated_at=2026-05-25T17:55:01.861+00:00
ts=2026-05-25T17:55:01.859+00:00 | frame_id=1 | src_ip=192.168.50.10 | dst_ip=17.253.144.10 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58187 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=90 | src_ip=192.168.50.44 | dst_ip=1.1.1.1 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=63598 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=91 | src_ip=192.168.50.23 | dst_ip=17.253.144.10 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51973 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=92 | src_ip=192.168.50.10 | dst_ip=192.168.50.1 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=53512 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.859+00:00 | frame_id=93 | src_ip=192.168.50.23 | dst_ip=1.1.1.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51978 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=94 | src_ip=192.168.50.24 | dst_ip=1.1.1.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=54794 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=95 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=62206 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=96 | src_ip=192.168.50.44 | dst_ip=17.253.144.10 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=65206 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=97 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=61230 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=98 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=55557 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=99 | src_ip=192.168.50.31 | dst_ip=192.168.50.1 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=62481 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=100 | src_ip=192.168.50.44 | dst_ip=8.8.8.8 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55263 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
